ranch,plot,tag_number,row,column,shoots_1998,height_1998,infl_1998,notes_1998,shoots_1999,height_1999,infl_1999,notes_1999,shoots_2000,height_2000,infl_2000,notes_2000,shoots_2001,height_2001,infl_2001,notes_2001,shoots_2002,height_2002,infl_2002,notes_2002,shoots_2003,height_2003,infl_2003,notes_2003
Esteio-Colosso,5752,669,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,589,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,13,0,NA
Esteio-Colosso,5752,278,D,5,NA,NA,NA,NA,1,2,0,1,NA,NA,NA,60,1,8,0,NA,NA,NA,NA,60,1,19,0,NA
Esteio-Colosso,5752,312,D,6,NA,NA,NA,NA,1,10,0,1,1,14,0,NA,1,20,0,NA,1,25,0,NA,2,22,0,NA
Esteio-Colosso,5752,125,D,8,2,28,0,NA,1,33,0,NA,3,29,0,NA,3,31,0,NA,2,30,0,90,2,26,0,NA
Esteio-Colosso,5752,523,E,7,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,20,0,NA,3,22,0,90,2,28,0,NA
Esteio-Colosso,5752,86,B,9,2,31,0,NA,3,44,0,NA,3,44,0,NA,2,43,0,NA,2,38,0,NA,1,44,0,NA
Esteio-Colosso,5752,595,B,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1,NA,NA,NA,2
Esteio-Colosso,5752,92,C,10,1,23,0,NA,2,21,0,NA,2,28,0,NA,2,23,0,NA,1,24,0,NA,1,25,0,NA
Esteio-Colosso,5752,714,D,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,65,B,10,2,21,0,NA,4,44,0,NA,3,48,0,NA,4,50,0,NA,2,23,0,NA,3,22,0,NA
Esteio-Colosso,5752,57,B,10,3,48,0,NA,2,61,0,NA,3,62,0,NA,3,70,0,NA,4,69,0,NA,2,62,0,NA
Esteio-Colosso,5752,473,D,8,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,16,0,NA,1,16,0,NA,2,16,0,NA
Esteio-Colosso,5756,1625,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,893,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,1,1,11,0,NA
Esteio-Colosso,5756,107,D,8,6,100,1,NA,6,85,0,NA,9,72,0,NA,7,76,1,NA,11,79,0,NA,10,56,1,NA
Esteio-Colosso,5756,103,B,6,3,80,0,NA,2,60,0,NA,3,71,0,NA,4,60,0,NA,3,64,0,NA,2,70,0,NA
Esteio-Colosso,5756,317,A,5,1,14,0,NA,1,10,0,NA,2,10,0,NA,2,8,0,NA,2,13,0,NA,1,3,0,NA
Esteio-Colosso,5756,553,B,4,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,1,12,0,NA,1,14,0,NA,1,10,0,NA
Esteio-Colosso,5756,338,E,5,1,18,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,474,B,10,3,63,0,NA,4,52,0,NA,4,55,0,NA,4,44,0,NA,4,39,0,NA,3,30,0,NA
Esteio-Colosso,5756,99,E,8,3,70,0,NA,5,50,0,NA,3,50,0,NA,2,86,0,NA,4,62,0,NA,3,63,1,NA
Esteio-Colosso,5756,621,D,4,3,27,0,NA,1,6,0,NA,1,10,0,NA,1,10,0,NA,1,13,0,NA,1,12,0,NA
Esteio-Colosso,5756,1716,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1775,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,138,A,3,2,27,0,NA,3,27,0,NA,3,26,0,NA,4,30,0,NA,2,47,0,NA,3,35,0,NA
Esteio-Colosso,5756,1679,C,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,2287,B,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,543,A,2,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,6,0,NA,1,8,0,NA,1,7,0,NA
Esteio-Colosso,5756,664,A,3,NA,NA,NA,NA,1,26,0,3,2,32,0,NA,3,33,0,NA,2,33,0,NA,2,36,0,NA
Esteio-Colosso,5756,1660,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,162,A,1,3,67,0,NA,3,78,0,NA,4,70,0,NA,6,61,0,NA,6,75,0,NA,6,63,0,NA
Esteio-Colosso,5756,628,E,2,NA,NA,NA,NA,1,25,0,3,1,22,0,NA,2,22,0,NA,2,20,0,NA,1,17,0,NA
Esteio-Colosso,5756,877,B,6,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,1,8,0,NA,1,6,0,NA,1,5,0,NA
Esteio-Colosso,5756,405,A,7,2,64,0,NA,4,59,1,NA,5,56,0,NA,7,72,1,NA,6,75,0,NA,4,72,1,NA
Esteio-Colosso,5756,4,A,2,4,50,0,NA,6,56,1,NA,6,51,0,NA,6,28,0,NA,3,62,0,NA,4,48,0,NA
Esteio-Colosso,5756,646,A,2,NA,NA,NA,NA,1,6,0,1,1,10,0,NA,1,12,0,NA,2,20,0,NA,1,16,0,NA
Esteio-Colosso,5756,1643,B,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1262,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18,0,3
Esteio-Colosso,5756,701,D,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,9,0,NA,1,16,0,NA,1,13,0,NA
Esteio-Colosso,5756,934,C,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,1,6,0,NA
Esteio-Colosso,5756,489,D,9,5,52,0,NA,5,56,0,NA,6,89,0,NA,7,63,0,NA,6,70,0,NA,6,92,1,NA
Esteio-Colosso,5756,7,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,725,E,4,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,14,0,NA,NA,NA,NA,80,1,20,0,NA
Esteio-Colosso,5756,721,D,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,207,C,2,1,10,0,NA,1,13,0,NA,2,13,0,NA,1,12,0,NA,2,12,0,NA,1,10,0,NA
Esteio-Colosso,5756,1292,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,427,C,9,2,35,0,NA,3,28,0,NA,3,33,0,NA,2,36,0,NA,3,25,0,NA,1,22,0,NA
Esteio-Colosso,5756,121,A,2,4,28,0,NA,4,33,0,NA,6,31,0,NA,9,30,0,NA,7,27,0,NA,5,25,0,NA
Esteio-Colosso,5756,187,B,1,1,48,0,NA,1,38,0,NA,2,51,0,NA,3,50,0,NA,4,43,0,NA,3,51,0,NA
Esteio-Colosso,5756,195,A,2,1,15,0,NA,2,32,0,NA,3,26,0,NA,2,23,0,NA,4,22,0,NA,3,22,0,NA
Esteio-Colosso,5756,111,C,8,1,100,1,NA,2,48,1,NA,3,56,0,NA,3,94,1,NA,3,88,0,NA,3,47,1,NA
Esteio-Colosso,5756,1615,C,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,158,D,1,1,18,0,NA,2,14,0,NA,2,21,0,NA,3,23,0,NA,2,9,0,NA,2,17,0,NA
Esteio-Colosso,5756,329,A,3,1,22,0,NA,2,22,0,NA,3,35,0,NA,4,44,0,NA,3,42,0,NA,2,40,0,NA
Esteio-Colosso,5756,776,D,3,1,22,0,NA,1,30,0,NA,3,25,0,NA,2,22,0,NA,3,27,0,NA,2,22,0,NA
Esteio-Colosso,5756,1618,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1708,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,84,C,10,1,95,0,NA,1,36,0,NA,2,40,0,NA,3,31,0,NA,2,41,0,NA,3,45,0,NA
Esteio-Colosso,5756,2207,D,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1737,A,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,343,C,4,4,36,0,NA,3,33,0,NA,2,25,0,NA,5,27,0,NA,4,31,0,NA,2,25,0,NA
Esteio-Colosso,5756,357,E,6,4,50,0,NA,3,38,0,NA,2,30,0,NA,2,29,0,NA,2,39,0,NA,2,40,0,NA
Esteio-Colosso,5756,1243,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1652,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1283,B,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,747,D,6,NA,NA,NA,NA,1,10,0,1,1,11,0,NA,1,16,0,NA,2,16,0,NA,1,20,0,NA
Esteio-Colosso,5756,900,A,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,0,1,2,10,0,NA
Esteio-Colosso,5756,538,E,5,2,26,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1623,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,160,B,2,3,57,0,NA,3,62,0,NA,4,63,0,NA,5,63,0,NA,4,59,0,NA,4,60,0,NA
Esteio-Colosso,5756,1289,D,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1
Esteio-Colosso,5756,35,B,1,3,70,1,NA,4,76,0,NA,3,65,0,NA,3,92,0,NA,3,61,0,NA,4,53,0,NA
Esteio-Colosso,5756,369,A,5,3,17,0,NA,1,24,0,NA,4,28,0,NA,2,26,0,NA,4,25,0,NA,3,20,0,NA
Esteio-Colosso,5756,129,A,3,2,20,0,NA,3,20,0,NA,3,29,0,NA,4,25,0,NA,4,49,0,NA,2,36,0,NA
Esteio-Colosso,5756,732,B,1,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,6,0,NA,1,11,0,NA,1,9,0,NA
Esteio-Colosso,5756,1269,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1
Esteio-Colosso,5756,373,E,5,1,7,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1655,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,835,A,4,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,1,5,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5756,687,A,1,NA,NA,NA,NA,3,28,0,3,2,32,0,NA,3,30,0,NA,2,27,0,NA,3,26,0,NA
Esteio-Colosso,5756,1273,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1
Esteio-Colosso,5756,108,D,8,6,90,0,NA,7,69,0,NA,10,55,0,NA,4,68,0,NA,4,58,0,NA,6,50,0,NA
Esteio-Colosso,5756,662,E,3,4,39,0,NA,5,54,0,NA,5,48,0,NA,5,61,0,NA,5,57,0,NA,4,60,0,NA
Esteio-Colosso,5756,232,E,1,4,50,0,NA,4,45,0,NA,4,43,0,NA,4,40,0,NA,4,37,0,NA,3,36,0,NA
Esteio-Colosso,5756,1651,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,949,A,8,4,85,1,NA,3,50,0,NA,1,57,0,NA,1,23,0,NA,5,35,0,NA,4,29,0,NA
Esteio-Colosso,5756,1293,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1212,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,4,0,NA
Esteio-Colosso,5756,404,B,6,1,19,0,NA,1,16,0,NA,2,16,0,NA,2,20,0,NA,2,19,0,NA,2,8,0,NA
Esteio-Colosso,5756,50,A,2,2,85,0,NA,2,78,0,NA,2,62,0,NA,4,49,0,NA,4,53,0,NA,2,58,0,NA
Esteio-Colosso,5756,1672,A,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1757,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1791,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,256,E,1,2,50,0,NA,3,52,0,NA,3,56,0,NA,3,57,0,NA,2,60,0,NA,2,29,0,NA
Esteio-Colosso,5756,612,E,3,2,32,0,NA,3,32,0,NA,2,31,0,NA,2,21,0,NA,2,30,0,NA,1,12,0,NA
Esteio-Colosso,5756,797,A,3,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,1,6,0,NA,1,6,0,NA
Esteio-Colosso,5756,1719,C,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1260,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1
Esteio-Colosso,5756,632,D,2,NA,NA,NA,NA,3,18,0,3,3,20,0,NA,2,29,0,NA,3,38,0,NA,2,30,0,NA
Esteio-Colosso,5756,228,C,2,2,22,0,NA,4,22,0,NA,4,25,0,NA,3,25,0,NA,2,30,0,NA,3,25,0,NA
Esteio-Colosso,5756,156,C,2,2,32,0,NA,3,30,0,NA,4,34,0,NA,3,38,0,NA,3,38,0,NA,3,15,0,NA
Esteio-Colosso,5756,465,C,8,2,56,0,NA,1,21,0,NA,2,34,0,NA,3,63,0,NA,6,110,0,NA,4,65,0,NA
Esteio-Colosso,5756,176,D,1,1,10,0,NA,1,14,0,NA,1,15,0,NA,NA,NA,NA,60,1,14,0,NA,1,12,0,NA
Esteio-Colosso,5756,1250,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,264,C,3,3,52,0,NA,3,49,0,NA,4,55,0,NA,4,44,0,NA,4,45,0,NA,3,36,0,NA
Esteio-Colosso,5756,876,A,6,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,2,8,0,NA,1,16,0,NA,1,14,0,NA
Esteio-Colosso,5756,668,C,1,1,32,0,NA,2,38,0,NA,4,36,0,NA,4,38,0,NA,6,64,0,NA,4,72,0,NA
Esteio-Colosso,5756,1731,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,218,A,2,2,20,0,NA,3,42,0,NA,3,39,0,NA,2,43,0,NA,3,43,0,NA,2,36,0,NA
Esteio-Colosso,5756,1666,C,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,21,A,2,2,110,2,NA,7,123,1,NA,7,102,0,NA,8,89,1,NA,3,145,0,NA,3,165,2,NA
Esteio-Colosso,5756,268,D,4,2,19,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,749,E,7,NA,NA,NA,NA,3,58,0,3,3,49,0,NA,4,55,0,NA,3,58,0,NA,3,27,0,NA
Esteio-Colosso,5756,450,E,7,1,22,0,NA,2,31,0,NA,2,25,0,NA,2,24,0,NA,1,29,0,90,1,20,0,NA
Esteio-Colosso,5756,903,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,1,1,13,0,NA,1,10,0,NA
Esteio-Colosso,5756,888,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,0,3,1,19,0,NA
Esteio-Colosso,5756,956,A,8,3,65,0,NA,2,70,0,NA,5,60,0,NA,7,53,1,NA,5,73,0,NA,3,85,1,NA
Esteio-Colosso,5756,1745,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,1237,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1
Esteio-Colosso,5756,1637,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,2231,C,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,37,D,3,4,90,0,NA,2,61,0,NA,2,54,0,NA,3,53,0,NA,5,60,0,90,3,49,0,NA
Esteio-Colosso,5756,566,B,4,NA,NA,NA,NA,1,6,0,1,1,6,0,NA,1,9,0,NA,1,10,0,NA,1,10,0,NA
Esteio-Colosso,5756,2285,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,341,E,5,2,14,0,NA,1,22,0,NA,1,22,0,NA,1,4,0,NA,1,10,0,NA,NA,NA,NA,2
Esteio-Colosso,5756,58,D,3,3,70,0,NA,4,60,0,NA,3,52,0,NA,3,57,0,NA,4,61,0,NA,4,70,1,NA
Esteio-Colosso,5756,793,A,7,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,13,0,NA,2,17,0,NA,2,22,0,NA
Esteio-Colosso,5756,289,A,3,4,33,0,NA,6,32,0,NA,6,47,0,NA,6,45,0,NA,7,47,0,90,5,40,0,NA
Esteio-Colosso,5756,323,B,3,3,74,0,NA,5,71,0,NA,4,75,0,NA,3,76,1,NA,4,95,0,NA,5,63,1,NA
Esteio-Colosso,5756,79,B,5,1,85,1,NA,3,82,1,NA,3,79,0,NA,3,80,0,NA,3,78,0,NA,5,85,0,NA
Esteio-Colosso,5756,1704,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,573,C,9,NA,NA,NA,NA,3,30,0,3,2,38,0,NA,3,29,0,NA,2,40,0,NA,2,27,0,NA
Esteio-Colosso,5756,216,E,1,2,18,0,NA,1,20,0,NA,2,24,0,NA,2,23,0,NA,3,23,0,NA,2,15,0,NA
Esteio-Colosso,5756,830,A,4,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,12,0,NA,1,17,0,NA,2,12,0,NA
Esteio-Colosso,5756,539,B,5,1,8,0,NA,1,8,0,NA,1,11,0,NA,1,9,0,NA,2,19,0,NA,2,19,0,NA
Esteio-Colosso,5756,896,A,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,0,1,3,14,0,NA
Esteio-Colosso,5756,193,A,3,1,16,0,NA,2,15,0,NA,2,28,0,NA,3,29,0,NA,4,36,0,90,2,38,0,NA
Esteio-Colosso,5756,283,C,3,4,29,0,NA,3,40,0,NA,2,29,0,NA,4,35,0,NA,3,40,0,NA,3,37,0,NA
Esteio-Colosso,5756,953,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,1,2,25,0,NA
Esteio-Colosso,5756,521,D,9,4,48,0,NA,2,52,0,NA,2,72,0,NA,1,56,0,NA,2,54,0,NA,2,56,0,NA
Esteio-Colosso,5756,861,B,6,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,10,0,NA,1,13,0,NA,1,8,0,NA
Esteio-Colosso,5756,387,B,5,3,40,0,NA,4,30,0,NA,4,32,0,NA,3,39,0,NA,5,46,0,NA,2,32,0,NA
Esteio-Colosso,5756,143,A,4,1,18,0,NA,2,22,0,NA,3,29,0,NA,3,30,0,NA,1,31,0,NA,2,29,0,NA
Esteio-Colosso,5756,2290,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,302,A,8,5,47,0,NA,4,42,0,NA,4,29,0,NA,5,60,0,NA,6,61,0,NA,7,65,0,NA
Esteio-Colosso,5756,321,A,6,2,30,0,NA,2,28,0,NA,3,29,0,NA,3,36,0,NA,4,48,0,NA,5,41,1,NA
Esteio-Colosso,Florestal,428,D,2,6,110,0,NA,3,56,0,NA,3,53,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,651,C,4,NA,NA,NA,NA,3,71,0,NA,5,68,0,NA,1,77,1,NA,3,76,0,NA,3,52,1,NA
Esteio-Colosso,Florestal,534,E,2,7,88,0,NA,4,92,0,NA,3,63,0,NA,4,56,0,NA,6,51,0,NA,5,83,0,NA
Esteio-Colosso,Florestal,480,D,1,3,15,0,NA,1,11,0,NA,2,11,0,NA,1,13,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,1160,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,7,0,NA
Esteio-Colosso,Florestal,1485,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1481,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,565,E,2,2,40,0,NA,3,38,0,NA,2,37,0,NA,4,39,0,NA,4,42,0,NA,4,35,0,NA
Esteio-Colosso,Florestal,511,E,3,5,93,1,NA,2,48,0,NA,5,76,0,NA,3,69,0,NA,5,63,0,NA,4,59,0,NA
Esteio-Colosso,Florestal,329,E,4,2,36,0,NA,3,40,0,NA,3,50,0,NA,3,53,0,NA,4,51,0,NA,3,36,0,NA
Esteio-Colosso,Florestal,544,E,2,1,67,0,NA,4,60,0,NA,3,63,0,NA,8,63,0,NA,9,61,0,NA,7,78,0,NA
Esteio-Colosso,Florestal,1212,B,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,875,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,NA,NA,NA,60,1,20,0,NA
Esteio-Colosso,Florestal,442,D,4,3,51,0,NA,2,52,0,NA,2,54,0,NA,4,51,0,NA,4,58,0,NA,4,58,0,NA
Esteio-Colosso,Florestal,1050,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,2,20,0,NA
Esteio-Colosso,Florestal,1926,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1097,B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,9,0,NA,1,3,0,NA
Esteio-Colosso,Florestal,740,A,9,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,9,0,NA,1,3,0,NA,NA,NA,NA,2
Esteio-Colosso,Florestal,982,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,3,6,0,NA,1,9,0,NA
Esteio-Colosso,Florestal,1543,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,88,0,50
Esteio-Colosso,Florestal,248,B,9,5,70,0,NA,6,67,0,NA,6,78,1,NA,8,76,1,NA,9,61,0,NA,10,53,2,NA
Esteio-Colosso,Florestal,853,B,8,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,1,7,0,NA,1,9,0,NA,1,5,0,NA
Esteio-Colosso,Florestal,532,E,3,5,100,0,NA,3,109,0,NA,7,110,0,80,5,107,2,NA,7,100,0,NA,5,88,3,NA
Esteio-Colosso,Florestal,183,B,2,2,26,0,NA,2,24,0,NA,3,26,0,NA,2,38,0,NA,3,30,0,NA,2,36,0,NA
Esteio-Colosso,Florestal,331,C,6,2,97,1,NA,1,79,1,NA,1,71,0,NA,1,52,0,NA,3,55,0,NA,3,70,0,NA
